season,week,season_type,player_id,team,player_name,player_display_name,position,position_group,headshot_url,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_att,gwfg_distance,gwfg_made,gwfg_missed,gwfg_blocked
1999,7,REG,00-0000108,PHI,,David Akers,K,SPEC,,1,1,0,0,53,1,0,0,0,0,1,0,0,0,0,0,0,0,53,,,53,0,0,,0,,,,0,,,,
1999,8,REG,00-0000108,PHI,,David Akers,K,SPEC,,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,,59,,0,59,0,,0,,,,1,59,0,1,0
1999,11,REG,00-0000108,PHI,,David Akers,K,SPEC,,1,1,0,0,48,1,0,0,0,1,0,0,0,0,0,0,0,0,48,,,48,0,0,2,2,0,0,1,0,,,,
1999,15,REG,00-0000108,PHI,,David Akers,K,SPEC,,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,,51,,0,51,0,2,2,0,0,1,0,,,,
1999,17,REG,00-0000108,PHI,,David Akers,K,SPEC,,1,1,0,0,46,1,0,0,0,1,0,0,0,0,0,0,0,0,46,,,46,0,0,2,2,0,0,1,0,,,,
1999,1,REG,00-0000282,ATL,,Morten Andersen,K,SPEC,,0,2,2,0,,0,0,0,0,0,0,0,0,0,2,0,0,0,,35;39,,0,74,0,2,2,0,0,1,0,,,,
1999,2,REG,00-0000282,ATL,,Morten Andersen,K,SPEC,,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,49,,0,49,0,1,1,0,0,1,0,,,,
1999,3,REG,00-0000282,ATL,,Morten Andersen,K,SPEC,,,0,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,,,,
1999,4,REG,00-0000282,ATL,,Morten Andersen,K,SPEC,,2,3,1,0,41,0.667,0,0,1,1,0,0,0,0,1,0,0,0,41;35,33,,76,33,0,1,1,0,0,1,0,,,,
1999,5,REG,00-0000282,ATL,,Morten Andersen,K,SPEC,,2,2,0,0,44,1,0,0,1,1,0,0,0,0,0,0,0,0,36;44,,,80,0,0,2,2,0,0,1,1,44,1,0,0
1999,6,REG,00-0000282,ATL,,Morten Andersen,K,SPEC,,2,2,0,0,25,1,1,1,0,0,0,0,0,0,0,0,0,0,19;25,,,44,0,0,1,1,0,0,1,0,,,,
1999,7,REG,00-0000282,ATL,,Morten Andersen,K,SPEC,,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,47,,0,47,0,1,1,0,0,1,0,,,,
1999,8,REG,00-0000282,ATL,,Morten Andersen,K,SPEC,,2,2,0,0,39,1,0,1,1,0,0,0,0,0,0,0,0,0,39;24,,,63,0,0,3,3,0,0,1,0,,,,
1999,9,REG,00-0000282,ATL,,Morten Andersen,K,SPEC,,,0,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,,,,
1999,11,REG,00-0000282,ATL,,Morten Andersen,K,SPEC,,1,1,0,0,28,1,0,1,0,0,0,0,0,0,0,0,0,0,28,,,28,0,0,1,1,0,0,1,0,,,,
1999,12,REG,00-0000282,ATL,,Morten Andersen,K,SPEC,,,0,,,,,,,,,,,,,,,,,,,,,,,4,4,0,0,1,0,,,,
1999,13,REG,00-0000282,ATL,,Morten Andersen,K,SPEC,,,0,,,,,,,,,,,,,,,,,,,,,,,5,5,0,0,1,0,,,,
1999,14,REG,00-0000282,ATL,,Morten Andersen,K,SPEC,,,0,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,,,,
1999,15,REG,00-0000282,ATL,,Morten Andersen,K,SPEC,,1,1,0,0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,32,,,32,0,0,2,2,0,0,1,0,,,,
1999,16,REG,00-0000282,ATL,,Morten Andersen,K,SPEC,,3,3,0,0,41,1,0,2,0,1,0,0,0,0,0,0,0,0,28;24;41,,,93,0,0,4,4,0,0,1,0,,,,
1999,17,REG,00-0000282,ATL,,Morten Andersen,K,SPEC,,2,3,0,1,49,0.667,0,0,1,1,0,0,0,0,0,0,0,0,49;38,,50,87,0,50,4,4,0,0,1,0,,,,
1999,1,REG,00-0000313,MIN,,Gary Anderson,K,SPEC,,1,3,1,1,36,0.333,0,0,1,0,0,0,0,0,1,0,0,0,36,30,26,36,30,26,2,2,0,0,1,0,,,,
1999,2,REG,00-0000313,MIN,,Gary Anderson,K,SPEC,,1,3,1,1,36,0.333,0,0,1,0,0,0,0,0,0,0,1,0,36,50,42,36,50,42,2,2,0,0,1,0,,,,
1999,3,REG,00-0000313,MIN,,Gary Anderson,K,SPEC,,2,2,0,0,34,1,0,1,1,0,0,0,0,0,0,0,0,0,34;22,,,56,0,0,2,2,0,0,1,0,,,,
1999,4,REG,00-0000313,MIN,,Gary Anderson,K,SPEC,,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37,0,0,37,3,3,0,0,1,0,,,,
1999,5,REG,00-0000313,MIN,,Gary Anderson,K,SPEC,,5,5,0,0,40,1,0,3,1,1,0,0,0,0,0,0,0,0,26;40;23;26;34,,,149,0,0,1,1,0,0,1,0,,,,
1999,6,REG,00-0000313,MIN,,Gary Anderson,K,SPEC,,1,1,0,0,26,1,0,1,0,0,0,0,0,0,0,0,0,0,26,,,26,0,0,2,2,0,0,1,0,,,,
1999,7,REG,00-0000313,MIN,,Gary Anderson,K,SPEC,,1,2,1,0,33,0.5,0,0,1,0,0,0,0,0,0,1,0,0,33,47,,33,47,0,5,5,0,0,1,0,,,,
1999,8,REG,00-0000313,MIN,,Gary Anderson,K,SPEC,,1,1,0,0,23,1,0,1,0,0,0,0,0,0,0,0,0,0,23,,,23,0,0,2,2,0,0,1,1,23,1,0,0
1999,9,REG,00-0000313,MIN,,Gary Anderson,K,SPEC,,2,3,1,0,40,0.667,0,0,1,1,0,0,0,0,0,1,0,0,31;40,49,,71,49,0,3,3,0,0,1,0,,,,
1999,10,REG,00-0000313,MIN,,Gary Anderson,K,SPEC,,2,3,1,0,38,0.667,0,0,2,0,0,0,0,1,0,0,0,0,38;38,20,,76,20,0,3,3,0,0,1,1,38,1,0,0
1999,12,REG,00-0000313,MIN,,Gary Anderson,K,SPEC,,,0,,,,,,,,,,,,,,,,,,,,,,,5,5,0,0,1,0,,,,
1999,13,REG,00-0000313,MIN,,Gary Anderson,K,SPEC,,1,2,1,0,34,0.5,0,0,1,0,0,0,0,0,0,1,0,0,34,46,,34,46,0,2,2,0,0,1,0,,,,
1999,14,REG,00-0000313,MIN,,Gary Anderson,K,SPEC,,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,45,,0,45,0,4,4,0,0,1,0,,,,
1999,15,REG,00-0000313,MIN,,Gary Anderson,K,SPEC,,1,1,0,0,42,1,0,0,0,1,0,0,0,0,0,0,0,0,42,,,42,0,0,3,3,0,0,1,0,,,,
1999,16,REG,00-0000313,MIN,,Gary Anderson,K,SPEC,,,0,,,,,,,,,,,,,,,,,,,,,,,4,4,0,0,1,0,,,,
1999,17,REG,00-0000313,MIN,,Gary Anderson,K,SPEC,,1,2,1,0,44,0.5,0,0,0,1,0,0,0,0,0,0,1,0,44,52,,44,52,0,3,3,0,0,1,0,,,,
1999,18,POST,00-0000313,MIN,,Gary Anderson,K,SPEC,,2,2,0,0,47,1,0,0,1,1,0,0,0,0,0,0,0,0,47;38,,,85,0,0,3,3,0,0,1,0,,,,
1999,19,POST,00-0000313,MIN,,Gary Anderson,K,SPEC,,1,1,0,0,31,1,0,0,1,0,0,0,0,0,0,0,0,0,31,,,31,0,0,2,2,0,0,1,0,,,,
1999,7,REG,00-0001343,NYG,,Cary Blanchard,K,SPEC,,1,1,0,0,41,1,0,0,0,1,0,0,0,0,0,0,0,0,41,,,41,0,0,4,4,0,0,1,0,,,,
1999,8,REG,00-0001343,NYG,,Cary Blanchard,K,SPEC,,1,2,1,0,28,0.5,0,1,0,0,0,0,0,0,1,0,0,0,28,34,,28,34,0,2,2,0,0,1,0,,,,
1999,10,REG,00-0001343,NYG,,Cary Blanchard,K,SPEC,,2,2,0,0,42,1,0,0,1,1,0,0,0,0,0,0,0,0,33;42,,,75,0,0,1,1,0,0,1,0,,,,
1999,11,REG,00-0001343,NYG,,Cary Blanchard,K,SPEC,,2,2,0,0,45,1,0,0,0,2,0,0,0,0,0,0,0,0,44;45,,,89,0,0,1,1,0,0,1,0,,,,
1999,12,REG,00-0001343,NYG,,Cary Blanchard,K,SPEC,,1,1,0,0,24,1,0,1,0,0,0,0,0,0,0,0,0,0,24,,,24,0,0,3,3,0,0,1,0,,,,
1999,13,REG,00-0001343,NYG,,Cary Blanchard,K,SPEC,,2,2,0,0,41,1,0,0,1,1,0,0,0,0,0,0,0,0,41;31,,,72,0,0,5,5,0,0,1,0,,,,
1999,14,REG,00-0001343,NYG,,Cary Blanchard,K,SPEC,,4,4,0,0,48,1,0,2,0,2,0,0,0,0,0,0,0,0,42;21;21;48,,,132,0,0,1,1,0,0,1,1,48,1,0,0
1999,15,REG,00-0001343,NYG,,Cary Blanchard,K,SPEC,,1,2,1,0,23,0.5,0,1,0,0,0,0,0,0,0,1,0,0,23,42,,23,42,0,1,1,0,0,1,0,,,,
1999,16,REG,00-0001343,NYG,,Cary Blanchard,K,SPEC,,3,4,1,0,43,0.75,0,1,0,2,0,0,0,0,1,0,0,0,24;43;42,39,,109,39,0,,0,,,,0,,,,
1999,17,REG,00-0001343,NYG,,Cary Blanchard,K,SPEC,,1,1,0,0,29,1,0,1,0,0,0,0,0,0,0,0,0,0,29,,,29,0,0,1,1,0,0,1,0,,,,
1999,6,REG,00-0001460,CHI,,Chris Boniol,K,SPEC,,3,4,1,0,46,0.75,0,0,0,3,0,0,0,0,1,0,0,0,46;40;41,32,,127,32,0,1,1,0,0,1,0,,,,
1999,7,REG,00-0001460,CHI,,Chris Boniol,K,SPEC,,1,2,1,0,28,0.5,0,1,0,0,0,0,0,0,0,1,0,0,28,44,,28,44,0,,0,,,,0,,,,
1999,8,REG,00-0001460,CHI,,Chris Boniol,K,SPEC,,,0,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,1,0,,,,
1999,9,REG,00-0001460,CHI,,Chris Boniol,K,SPEC,,0,1,1,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,,34,,0,34,0,2,2,0,0,1,0,,,,
1999,10,REG,00-0001460,CHI,,Chris Boniol,K,SPEC,,1,2,1,0,34,0.5,0,0,1,0,0,0,0,0,0,1,0,0,34,41,,34,41,0,3,3,0,0,1,1,41,0,1,0
1999,11,REG,00-0001460,CHI,,Chris Boniol,K,SPEC,,3,4,1,0,36,0.75,0,2,1,0,0,0,0,0,1,0,0,0,29;26;36,33,,91,33,0,2,2,0,0,1,1,36,1,0,0
1999,12,REG,00-0001460,CHI,,Chris Boniol,K,SPEC,,1,1,0,0,27,1,0,1,0,0,0,0,0,0,0,0,0,0,27,,,27,0,0,2,2,0,0,1,0,,,,
1999,13,REG,00-0001460,CHI,,Chris Boniol,K,SPEC,,2,3,1,0,24,0.667,0,2,0,0,0,0,0,0,0,0,1,0,24;23,51,,47,51,0,1,1,0,0,1,0,,,,
1999,15,REG,00-0001460,CHI,,Chris Boniol,K,SPEC,,0,1,1,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,,30,,0,30,0,4,4,0,0,1,0,,,,
1999,16,REG,00-0001460,CHI,,Chris Boniol,K,SPEC,,,0,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,,,
1999,1,REG,00-0001759,NO,,Doug Brien,K,SPEC,,2,2,0,0,46,1,0,1,0,1,0,0,0,0,0,0,0,0,46;21,,,67,0,0,1,2,1,0,0.5,0,,,,
1999,2,REG,00-0001759,NO,,Doug Brien,K,SPEC,,,0,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,1,0,,,,
1999,4,REG,00-0001759,NO,,Doug Brien,K,SPEC,,1,1,0,0,30,1,0,0,1,0,0,0,0,0,0,0,0,0,30,,,30,0,0,1,1,0,0,1,0,,,,
1999,5,REG,00-0001759,NO,,Doug Brien,K,SPEC,,1,3,2,0,42,0.333,0,0,0,1,0,0,0,1,0,1,0,0,42,28;49,,42,77,0,2,2,0,0,1,0,,,,
1999,6,REG,00-0001759,NO,,Doug Brien,K,SPEC,,2,2,0,0,42,1,0,1,0,1,0,0,0,0,0,0,0,0,24;42,,,66,0,0,1,1,0,0,1,0,,,,
1999,7,REG,00-0001759,NO,,Doug Brien,K,SPEC,,1,1,0,0,25,1,0,1,0,0,0,0,0,0,0,0,0,0,25,,,25,0,0,,0,,,,0,,,,
1999,8,REG,00-0001759,NO,,Doug Brien,K,SPEC,,3,4,1,0,49,0.75,0,1,0,2,0,0,0,0,0,1,0,0,49;22;46,47,,117,47,0,1,1,0,0,1,1,46,1,0,0
1999,9,REG,00-0001759,NO,,Doug Brien,K,SPEC,,3,3,0,0,39,1,0,1,2,0,0,0,0,0,0,0,0,0,29;39;37,,,105,0,0,1,1,0,0,1,0,,,,
1999,10,REG,00-0001759,NO,,Doug Brien,K,SPEC,,1,1,0,0,28,1,0,1,0,0,0,0,0,0,0,0,0,0,28,,,28,0,0,3,3,0,0,1,0,,,,
1999,11,REG,00-0001759,NO,,Doug Brien,K,SPEC,,1,2,1,0,52,0.5,0,0,0,0,1,0,0,0,1,0,0,0,52,39,,52,39,0,2,2,0,0,1,0,,,,
1999,12,REG,00-0001759,NO,,Doug Brien,K,SPEC,,4,5,1,0,51,0.8,0,0,1,2,1,0,0,1,0,0,0,0,51;42;45;35,24,,173,24,0,,0,,,,0,,,,
1999,13,REG,00-0001759,NO,,Doug Brien,K,SPEC,,2,2,0,0,34,1,0,1,1,0,0,0,0,0,0,0,0,0,24;34,,,58,0,0,,0,,,,0,,,,
1999,14,REG,00-0001759,NO,,Doug Brien,K,SPEC,,2,2,0,0,29,1,0,2,0,0,0,0,0,0,0,0,0,0,29;26,,,55,0,0,,0,,,,0,,,,
1999,16,REG,00-0001759,NO,,Doug Brien,K,SPEC,,1,1,0,0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,32,,,32,0,0,4,4,0,0,1,0,,,,
1999,17,REG,00-0001759,NO,,Doug Brien,K,SPEC,,,0,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,,,,
1999,1,REG,00-0001980,PIT,,Kris Brown,K,SPEC,,3,3,0,0,28,1,2,1,0,0,0,0,0,0,0,0,0,0,19;28;19,,,66,0,0,4,5,0,1,0.8,0,,,,
1999,2,REG,00-0001980,PIT,,Kris Brown,K,SPEC,,3,3,0,0,36,1,0,1,2,0,0,0,0,0,0,0,0,0,32;28;36,,,96,0,0,2,2,0,0,1,1,36,1,0,0
1999,3,REG,00-0001980,PIT,,Kris Brown,K,SPEC,,1,1,0,0,33,1,0,0,1,0,0,0,0,0,0,0,0,0,33,,,33,0,0,1,1,0,0,1,0,,,,
1999,4,REG,00-0001980,PIT,,Kris Brown,K,SPEC,,1,1,0,0,48,1,0,0,0,1,0,0,0,0,0,0,0,0,48,,,48,0,0,,0,,,,0,,,,
1999,5,REG,00-0001980,PIT,,Kris Brown,K,SPEC,,,0,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,1,0,,,,
1999,6,REG,00-0001980,PIT,,Kris Brown,K,SPEC,,1,1,0,0,43,1,0,0,0,1,0,0,0,0,0,0,0,0,43,,,43,0,0,2,2,0,0,1,0,,,,
1999,7,REG,00-0001980,PIT,,Kris Brown,K,SPEC,,2,2,0,0,51,1,0,1,0,0,1,0,0,0,0,0,0,0,51;25,,,76,0,0,1,1,0,0,1,0,,,,
1999,9,REG,00-0001980,PIT,,Kris Brown,K,SPEC,,2,3,1,0,38,0.667,0,1,1,0,0,0,0,0,1,0,0,0,28;38,31,,66,31,0,3,3,0,0,1,0,,,,
1999,10,REG,00-0001980,PIT,,Kris Brown,K,SPEC,,3,3,0,0,47,1,0,0,1,2,0,0,0,0,0,0,0,0,41;32;47,,,120,0,0,,0,,,,0,,,,
1999,11,REG,00-0001980,PIT,,Kris Brown,K,SPEC,,1,2,1,0,24,0.5,0,1,0,0,0,0,0,0,0,1,0,0,24,44,,24,44,0,1,1,0,0,1,0,,,,
1999,12,REG,00-0001980,PIT,,Kris Brown,K,SPEC,,2,2,0,0,35,1,0,0,2,0,0,0,0,0,0,0,0,0,35;33,,,68,0,0,2,2,0,0,1,0,,,,
1999,13,REG,00-0001980,PIT,,Kris Brown,K,SPEC,,2,2,0,0,40,1,0,0,1,1,0,0,0,0,0,0,0,0,40;38,,,78,0,0,,0,,,,0,,,,
1999,14,REG,00-0001980,PIT,,Kris Brown,K,SPEC,,1,2,1,0,31,0.5,0,0,1,0,0,0,0,0,0,1,0,0,31,46,,31,46,0,3,3,0,0,1,0,,,,
1999,15,REG,00-0001980,PIT,,Kris Brown,K,SPEC,,2,3,0,1,47,0.667,0,0,0,2,0,0,0,0,0,0,0,0,42;47,,49,89,0,49,1,1,0,0,1,0,,,,
1999,16,REG,00-0001980,PIT,,Kris Brown,K,SPEC,,1,1,0,0,46,1,0,0,0,1,0,0,0,0,0,0,0,0,46,,,46,0,0,3,3,0,0,1,0,,,,
1999,17,REG,00-0001980,PIT,,Kris Brown,K,SPEC,,,0,,,,,,,,,,,,,,,,,,,,,,,4,4,0,0,1,0,,,,
1999,2,REG,00-0002655,LAC,,John Carney,K,SPEC,,4,4,0,0,42,1,0,3,0,1,0,0,0,0,0,0,0,0,27;23;21;42,,,113,0,0,2,2,0,0,1,0,,,,
1999,3,REG,00-0002655,LAC,,John Carney,K,SPEC,,1,1,0,0,50,1,0,0,0,0,1,0,0,0,0,0,0,0,50,,,50,0,0,2,2,0,0,1,0,,,,
1999,4,REG,00-0002655,LAC,,John Carney,K,SPEC,,,0,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,1,0,,,,
1999,5,REG,00-0002655,LAC,,John Carney,K,SPEC,,2,3,1,0,33,0.667,0,1,1,0,0,0,0,0,0,1,0,0,33;24,47,,57,47,0,2,2,0,0,1,0,,,,
1999,6,REG,00-0002655,LAC,,John Carney,K,SPEC,,2,3,1,0,41,0.667,0,1,0,1,0,0,0,0,0,1,0,0,28;41,42,,69,42,0,1,1,0,0,1,1,41,1,0,0
1999,7,REG,00-0002655,LAC,,John Carney,K,SPEC,,1,1,0,0,28,1,0,1,0,0,0,0,0,0,0,0,0,0,28,,,28,0,0,,0,,,,0,,,,
1999,9,REG,00-0002655,LAC,,John Carney,K,SPEC,,1,1,0,0,46,1,0,0,0,1,0,0,0,0,0,0,0,0,46,,,46,0,0,2,2,0,0,1,0,,,,
1999,10,REG,00-0002655,LAC,,John Carney,K,SPEC,,1,1,0,0,39,1,0,0,1,0,0,0,0,0,0,0,0,0,39,,,39,0,0,,0,,,,0,,,,
1999,11,REG,00-0002655,LAC,,John Carney,K,SPEC,,2,3,0,1,28,0.667,0,2,0,0,0,0,0,0,0,0,0,0,28;28,,38,56,0,38,2,2,0,0,1,0,,,,
1999,12,REG,00-0002655,LAC,,John Carney,K,SPEC,,2,2,0,0,40,1,0,0,0,2,0,0,0,0,0,0,0,0,40;40,,,80,0,0,3,3,0,0,1,0,,,,
1999,13,REG,00-0002655,LAC,,John Carney,K,SPEC,,3,3,0,0,44,1,1,0,1,1,0,0,0,0,0,0,0,0,44;19;30,,,93,0,0,2,2,0,0,1,0,,,,
1999,14,REG,00-0002655,LAC,,John Carney,K,SPEC,,4,4,0,0,42,1,0,1,1,2,0,0,0,0,0,0,0,0,33;42;28;41,,,144,0,0,1,1,0,0,1,1,41,1,0,0
1999,15,REG,00-0002655,LAC,,John Carney,K,SPEC,,3,4,1,0,31,0.75,0,2,1,0,0,0,0,0,1,0,0,0,23;22;31,36,,76,36,0,,0,,,,0,,,,
1999,16,REG,00-0002655,LAC,,John Carney,K,SPEC,,3,3,0,0,48,1,1,0,1,1,0,0,0,0,0,0,0,0,48;19;37,,,104,0,0,2,2,0,0,1,1,37,1,0,0
1999,17,REG,00-0002655,LAC,,John Carney,K,SPEC,,2,3,1,0,28,0.667,0,2,0,0,0,0,0,0,0,1,0,0,25;28,46,,53,46,0,0,1,0,1,0,0,,,,
1999,1,REG,00-0002975,BUF,,Steve Christie,K,SPEC,,2,2,0,0,36,1,0,1,1,0,0,0,0,0,0,0,0,0,36;29,,,65,0,0,,0,,,,0,,,,
1999,2,REG,00-0002975,BUF,,Steve Christie,K,SPEC,,1,3,2,0,35,0.333,0,0,1,0,0,0,0,0,0,2,0,0,35,44;45,,35,89,0,2,2,0,0,1,0,,,,
1999,3,REG,00-0002975,BUF,,Steve Christie,K,SPEC,,4,5,1,0,36,0.8,1,2,1,0,0,0,0,0,0,1,0,0,24;29;19;36,49,,108,49,0,2,2,0,0,1,0,,,,
1999,4,REG,00-0002975,BUF,,Steve Christie,K,SPEC,,3,3,0,0,52,1,0,1,1,0,1,0,0,0,0,0,0,0,26;52;31,,,109,0,0,2,2,0,0,1,0,,,,
1999,5,REG,00-0002975,BUF,,Steve Christie,K,SPEC,,1,2,1,0,29,0.5,0,1,0,0,0,0,0,0,1,0,0,0,29,36,,29,36,0,3,3,0,0,1,0,,,,
1999,6,REG,00-0002975,BUF,,Steve Christie,K,SPEC,,,0,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,1,0,,,,
1999,7,REG,00-0002975,BUF,,Steve Christie,K,SPEC,,1,1,0,0,50,1,0,0,0,0,1,0,0,0,0,0,0,0,50,,,50,0,0,1,1,0,0,1,0,,,,
1999,8,REG,00-0002975,BUF,,Steve Christie,K,SPEC,,2,2,0,0,40,1,0,1,0,1,0,0,0,0,0,0,0,0,25;40,,,65,0,0,1,1,0,0,1,0,,,,
1999,9,REG,00-0002975,BUF,,Steve Christie,K,SPEC,,2,2,0,0,23,1,0,2,0,0,0,0,0,0,0,0,0,0,23;20,,,43,0,0,4,4,0,0,1,0,,,,
1999,10,REG,00-0002975,BUF,,Steve Christie,K,SPEC,,3,4,1,0,48,0.75,0,0,1,2,0,0,0,0,1,0,0,0,31;48;47,35,,126,35,0,2,2,0,0,1,0,,,,
1999,11,REG,00-0002975,BUF,,Steve Christie,K,SPEC,,0,2,2,0,,0,0,0,0,0,0,0,0,0,0,2,0,0,,40;45,,0,85,0,1,1,0,0,1,0,,,,
1999,12,REG,00-0002975,BUF,,Steve Christie,K,SPEC,,1,1,0,0,28,1,0,1,0,0,0,0,0,0,0,0,0,0,28,,,28,0,0,2,2,0,0,1,0,,,,
1999,14,REG,00-0002975,BUF,,Steve Christie,K,SPEC,,1,3,2,0,50,0.333,0,0,0,0,1,0,0,0,1,1,0,0,50,39;48,,50,87,0,2,2,0,0,1,0,,,,
1999,15,REG,00-0002975,BUF,,Steve Christie,K,SPEC,,1,1,0,0,33,1,0,0,1,0,0,0,0,0,0,0,0,0,33,,,33,0,0,4,4,0,0,1,0,,,,
1999,16,REG,00-0002975,BUF,,Steve Christie,K,SPEC,,2,2,0,0,39,1,0,1,1,0,0,0,0,0,0,0,0,0,39;23,,,62,0,0,1,1,0,0,1,1,23,1,0,0
1999,17,REG,00-0002975,BUF,,Steve Christie,K,SPEC,,1,1,0,0,19,1,1,0,0,0,0,0,0,0,0,0,0,0,19,,,19,0,0,4,4,0,0,1,0,,,,
1999,18,POST,00-0002975,BUF,,Steve Christie,K,SPEC,,1,1,0,0,41,1,0,0,0,1,0,0,0,0,0,0,0,0,41,,,41,0,0,1,1,0,0,1,0,,,,
1999,1,REG,00-0003395,WAS,,Brett Conway,K,SPEC,,2,2,0,0,42,1,0,1,0,1,0,0,0,0,0,0,0,0,25;42,,,67,0,0,3,3,0,0,1,0,,,,
1999,2,REG,00-0003395,WAS,,Brett Conway,K,SPEC,,1,1,0,0,48,1,0,0,0,1,0,0,0,0,0,0,0,0,48,,,48,0,0,5,6,0,1,0.833,0,,,,
1999,3,REG,00-0003395,WAS,,Brett Conway,K,SPEC,,2,2,0,0,50,1,0,1,0,0,1,0,0,0,0,0,0,0,26;50,,,76,0,0,3,3,0,0,1,0,,,,
1999,4,REG,00-0003395,WAS,,Brett Conway,K,SPEC,,1,1,0,0,31,1,0,0,1,0,0,0,0,0,0,0,0,0,31,,,31,0,0,5,5,0,0,1,1,31,1,0,0
1999,6,REG,00-0003395,WAS,,Brett Conway,K,SPEC,,1,2,1,0,36,0.5,0,0,1,0,0,0,0,0,0,0,1,0,36,52,,36,52,0,3,3,0,0,1,0,,,,
1999,7,REG,00-0003395,WAS,,Brett Conway,K,SPEC,,2,2,0,0,36,1,0,1,1,0,0,0,0,0,0,0,0,0,36;24,,,60,0,0,2,2,0,0,1,0,,,,
1999,8,REG,00-0003395,WAS,,Brett Conway,K,SPEC,,2,3,0,1,51,0.667,0,0,0,0,2,0,0,0,0,0,0,0,50;51,,53,101,0,53,6,6,0,0,1,0,,,,
1999,9,REG,00-0003395,WAS,,Brett Conway,K,SPEC,,1,2,1,0,41,0.5,0,0,0,1,0,0,0,0,0,0,1,0,41,55,,41,55,0,2,2,0,0,1,0,,,,
1999,10,REG,00-0003395,WAS,,Brett Conway,K,SPEC,,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,,50,,0,50,0,4,4,0,0,1,0,,,,
1999,11,REG,00-0003395,WAS,,Brett Conway,K,SPEC,,3,6,3,0,37,0.5,0,2,1,0,0,0,0,1,1,0,1,0,24;21;37,38;50;28,,82,116,0,2,2,0,0,1,0,,,,
1999,12,REG,00-0003395,WAS,,Brett Conway,K,SPEC,,2,3,1,0,43,0.667,0,1,0,1,0,0,0,1,0,0,0,0,43;27,28,,70,28,0,2,2,0,0,1,1,27,1,0,0
1999,13,REG,00-0003395,WAS,,Brett Conway,K,SPEC,,1,1,0,0,42,1,0,0,0,1,0,0,0,0,0,0,0,0,42,,,42,0,0,2,2,0,0,1,0,,,,
1999,14,REG,00-0003395,WAS,,Brett Conway,K,SPEC,,,0,,,,,,,,,,,,,,,,,,,,,,,4,4,0,0,1,0,,,,
1999,15,REG,00-0003395,WAS,,Brett Conway,K,SPEC,,2,3,0,1,32,0.667,0,1,1,0,0,0,0,0,0,0,0,0,23;32,,49,55,0,49,1,1,0,0,1,0,,,,
1999,16,REG,00-0003395,WAS,,Brett Conway,K,SPEC,,2,2,0,0,47,1,0,0,1,1,0,0,0,0,0,0,0,0,47;34,,,81,0,0,2,2,0,0,1,0,,,,
1999,17,REG,00-0003395,WAS,,Brett Conway,K,SPEC,,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,,51,,0,51,0,3,3,0,0,1,0,,,,
1999,18,POST,00-0003395,WAS,,Brett Conway,K,SPEC,,2,3,0,1,33,0.667,0,1,1,0,0,0,0,0,0,0,0,0,33;23,,31,56,0,31,3,3,0,0,1,0,,,,
1999,19,POST,00-0003395,WAS,,Brett Conway,K,SPEC,,2,2,0,0,48,1,0,1,0,1,0,0,0,0,0,0,0,0,28;48,,,76,0,0,1,1,0,0,1,0,,,,
1999,1,REG,00-0003762,DAL,,Richie Cunningham,K,SPEC,,,0,,,,,,,,,,,,,,,,,,,,,,,5,5,0,0,1,0,,,,
1999,2,REG,00-0003762,DAL,,Richie Cunningham,K,SPEC,,1,2,1,0,23,0.5,0,1,0,0,0,0,0,0,0,1,0,0,23,47,,23,47,0,,0,,,,0,,,,
